movie_id,title,genres
252,I.Q. ,Comedy
253,Interview with the Vampire ,Drama
254,Jefferson in Paris ,Drama
255,"Jerky Boys, The ",Comedy
256,Junior ,Comedy
257,Just Cause ,Mystery
258,"Kid in King Arthur's Court, A ",Adventure
259,Kiss of Death ,Crime
260,Star Wars: Episode IV - A New Hope ,Action
261,Little Women ,Drama
262,"Little Princess, A ",Children's
263,Ladybird Ladybird ,Drama
264,"Enfer, L' ",Drama
265,Like Water for Chocolate ,Drama
266,Legends of the Fall ,Drama
267,Major Payne ,Comedy
268,Little Odessa ,Drama
269,My Crazy Life ,Drama
270,Love Affair ,Drama
271,Losing Isaiah ,Drama
272,"Madness of King George, The ",Drama
273,Mary Shelley's Frankenstein ,Drama
274,Man of the House ,Comedy
275,Mixed Nuts ,Comedy
276,Milk Money ,Comedy
277,Miracle on 34th Street ,Drama
278,Miami Rhapsody ,Comedy
279,My Family ,Drama
280,Murder in the First ,Drama
281,Nobody's Fool ,Drama
282,Nell ,Drama
283,New Jersey Drive ,Crime
284,New York Cop ,Action
285,Beyond Bedlam ,Drama
286,Nemesis 2: Nebula ,Action
287,Nina Takes a Lover ,Comedy
288,Natural Born Killers ,Action
289,Only You ,Comedy
290,Once Were Warriors ,Crime
291,Poison Ivy II ,Thriller
292,Outbreak ,Action
293,"Professional, The ",Crime
294,"Perez Family, The ",Comedy
295,"Pyromaniac's Love Story, A ",Comedy
296,Pulp Fiction ,Crime
297,Panther ,Drama
298,Pushing Hands ,Comedy
299,Priest ,Drama
300,Quiz Show ,Drama
301,Picture Bride ,Drama
302,Queen Margot ,Drama
303,"Quick and the Dead, The ",Action
304,Roommates ,Comedy
305,Ready to Wear ,Comedy
306,Three Colors: Red ,Drama
307,Three Colors: Blue ,Drama
308,Three Colors: White ,Drama
309,"Red Firecracker, Green Firecracker ",Drama
310,Rent-a-Kid ,Comedy
311,Relative Fear ,Horror
312,Stuart Saves His Family ,Comedy
313,"Swan Princess, The ",Animation
314,"Secret of Roan Inish, The ",Drama
315,"Specialist, The ",Action
316,Stargate ,Action
317,"Santa Clause, The ",Children's
318,"Shawshank Redemption, The ",Drama
319,Shallow Grave ,Thriller
320,Suture ,Film-Noir
321,Strawberry and Chocolate ,Drama
322,Swimming with Sharks ,Comedy
324,"Sum of Us, The ",Comedy
325,National Lampoon's Senior Trip ,Comedy
326,To Live ,Drama
327,Tank Girl ,Action
328,Tales From the Crypt Presents: Demon Knight ,Horror
329,Star Trek: Generations ,Action
330,Tales from the Hood ,Comedy
331,Tom & Viv ,Drama
332,Village of the Damned ,Horror
333,Tommy Boy ,Comedy
334,Vanya on 42nd Street ,Drama
335,"Underneath, The ",Mystery
336,"Walking Dead, The ",Drama
337,What's Eating Gilbert Grape ,Drama
338,Virtuosity ,Sci-Fi
339,While You Were Sleeping ,Comedy
340,"War, The ",Adventure
341,Double Happiness ,Drama
342,Muriel's Wedding ,Comedy
343,"Baby-Sitters Club, The ",Children's
344,Ace Ventura: Pet Detective ,Comedy
345,"Adventures of Priscilla, Queen of the Desert, The ",Comedy
346,Backbeat ,Drama
347,Bitter Moon ,Drama
348,Bullets Over Broadway ,Comedy
349,Clear and Present Danger ,Action
350,"Client, The ",Drama
351,"Corrina, Corrina ",Comedy
352,Crooklyn ,Comedy
353,"Crow, The ",Action
354,Cobb ,Drama
355,"Flintstones, The ",Children's
356,Forrest Gump ,Comedy
357,Four Weddings and a Funeral ,Comedy
358,Higher Learning ,Drama
359,I Like It Like That ,Comedy
360,I Love Trouble ,Action
361,It Could Happen to You ,Drama
362,"Jungle Book, The ",Adventure
363,"Wonderful, Horrible Life of Leni Riefenstahl, The ",Documentary
364,"Lion King, The ",Animation
365,Little Buddha ,Drama
366,Wes Craven's New Nightmare ,Horror
367,"Mask, The ",Comedy
368,Maverick ,Action
369,Mrs. Parker and the Vicious Circle ,Drama
370,Naked Gun 33 1/3: The Final Insult ,Comedy
371,"Paper, The ",Comedy
372,Reality Bites ,Comedy
373,Red Rock West ,Thriller
374,Richie Rich ,Children's
375,Safe Passage ,Drama
376,"River Wild, The ",Action
377,Speed ,Action
378,Speechless ,Comedy
379,Timecop ,Action
380,True Lies ,Action
381,When a Man Loves a Woman ,Drama
382,Wolf ,Drama
383,Wyatt Earp ,Western
384,Bad Company ,Action
385,"Man of No Importance, A ",Drama
386,S.F.W. ,Drama
387,"Low Down Dirty Shame, A ",Action
388,Boys Life ,Drama
389,"Colonel Chabert, Le ",Drama
390,Faster Pussycat! Kill! Kill! ,Action
391,Jason's Lyric ,Crime
392,"Secret Adventures of Tom Thumb, The ",Adventure
393,Street Fighter ,Action
394,Coldblooded ,Action
395,Desert Winds ,Drama
396,Fall Time ,Drama
397,"Fear, The ",Horror
398,Frank and Ollie ,Documentary
399,Girl in the Cadillac ,Drama
400,Homage ,Drama
401,Mirage ,Action
402,Open Season ,Comedy
403,Two Crimes ,Comedy
404,Brother Minister: The Assassination of Malcolm X ,Documentary
405,Highlander III: The Sorcerer ,Action
406,Federal Hill ,Drama
407,In the Mouth of Madness ,Horror
408,8 Seconds ,Drama
409,Above the Rim ,Drama
410,Addams Family Values ,Comedy
411,You So Crazy ,Comedy
412,"Age of Innocence, The ",Drama
413,Airheads ,Comedy
414,"Air Up There, The ",Comedy
415,Another Stakeout ,Comedy
416,Bad Girls ,Western
417,Barcelona ,Comedy
418,Being Human ,Drama
419,"Beverly Hillbillies, The ",Comedy
420,Beverly Hills Cop III ,Action
421,Black Beauty ,Adventure
422,Blink ,Thriller
423,Blown Away ,Action
424,Blue Chips ,Drama
425,Blue Sky ,Drama
426,Body Snatchers ,Horror
427,Boxing Helena ,Mystery
428,"Bronx Tale, A ",Drama
429,Cabin Boy ,Comedy
430,Calendar Girl ,Drama
431,Carlito's Way ,Crime
432,City Slickers II: The Legend of Curly's Gold ,Comedy
433,Clean Slate ,Comedy
434,Cliffhanger ,Action
435,Coneheads ,Comedy
436,Color of Night ,Drama
437,Cops and Robbersons ,Comedy
438,"Cowboy Way, The ",Action
439,Dangerous Game ,Drama
440,Dave ,Comedy
441,Dazed and Confused ,Comedy
442,Demolition Man ,Action
443,"Endless Summer 2, The ",Documentary
444,Even Cowgirls Get the Blues ,Comedy
445,Fatal Instinct ,Comedy
446,Farewell My Concubine ,Drama
447,"Favor, The ",Comedy
448,Fearless ,Drama
449,Fear of a Black Hat ,Comedy
450,With Honors ,Comedy
451,Flesh and Bone ,Drama
452,Widows' Peak ,Drama
453,For Love or Money ,Comedy
454,"Firm, The ",Drama
455,Free Willy ,Adventure
456,Fresh ,Drama
457,"Fugitive, The ",Action
458,Geronimo: An American Legend ,Drama
459,"Getaway, The ",Action
460,Getting Even with Dad ,Comedy
461,Go Fish ,Drama
462,"Good Man in Africa, A ",Action
463,Guilty as Sin ,Crime
464,Hard Target ,Action
465,Heaven & Earth ,Action
466,Hot Shots! Part Deux ,Action
467,Live Nude Girls ,Comedy
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The ",Comedy
469,"House of the Spirits, The ",Drama
470,House Party 3 ,Comedy
471,"Hudsucker Proxy, The ",Comedy
472,I'll Do Anything ,Comedy
473,In the Army Now ,Comedy
474,In the Line of Fire ,Action
475,In the Name of the Father ,Drama
476,"Inkwell, The ",Comedy
477,What's Love Got to Do with It? ,Drama
478,Jimmy Hollywood ,Comedy
479,Judgment Night ,Action
480,Jurassic Park ,Action
481,Kalifornia ,Drama
482,Killing Zoe ,Thriller
483,King of the Hill ,Drama
484,Lassie ,Adventure
485,Last Action Hero ,Action
486,Life with Mikey ,Comedy
487,Lightning Jack ,Comedy
488,M. Butterfly ,Drama
489,Made in America ,Comedy
490,Malice ,Thriller
491,"Man Without a Face, The ",Drama
492,Manhattan Murder Mystery ,Comedy
493,Menace II Society ,Action
494,Executive Decision ,Action
495,In the Realm of the Senses ,Drama
496,What Happened Was... ,Comedy
497,Much Ado About Nothing ,Comedy
498,Mr. Jones ,Drama
499,Mr. Wonderful ,Comedy
500,Mrs. Doubtfire ,Comedy
501,Naked ,Drama
502,"Next Karate Kid, The ",Action
503,"New Age, The ",Drama
504,No Escape ,Action
505,North ,Comedy
506,Orlando ,Drama
507,"Perfect World, A ",Action
508,Philadelphia ,Drama
509,"Piano, The ",Drama
510,Poetic Justice ,Drama
511,"Program, The ",Action
512,Robert A. Heinlein's The Puppet Masters ,Horror
513,Radioland Murders ,Comedy
514,"Ref, The ",Comedy
515,"Remains of the Day, The ",Drama
516,Renaissance Man ,Comedy
517,Rising Sun ,Action
518,"Road to Wellville, The ",Comedy
519,Robocop 3 ,Sci-Fi
520,Robin Hood: Men in Tights ,Comedy
521,Romeo Is Bleeding ,Crime
522,Romper Stomper ,Action
523,Ruby in Paradise ,Drama
524,Rudy ,Drama
525,"Saint of Fort Washington, The ",Drama
526,Savage Nights ,Drama
527,Schindler's List ,Drama
528,"Scout, The ",Drama
529,Searching for Bobby Fischer ,Drama
530,Second Best ,Drama
531,"Secret Garden, The ",Children's
532,Serial Mom ,Comedy
533,"Shadow, The ",Action
534,Shadowlands ,Drama
535,Short Cuts ,Drama
536,"Simple Twist of Fate, A ",Drama
537,Sirens ,Comedy
538,Six Degrees of Separation ,Drama
539,Sleepless in Seattle ,Comedy
540,Sliver ,Thriller
541,Blade Runner ,Film-Noir
542,Son in Law ,Comedy
543,So I Married an Axe Murderer ,Comedy
544,Striking Distance ,Action
545,Harlem ,Drama
546,Super Mario Bros. ,Action
547,Surviving the Game ,Action
548,Terminal Velocity ,Action
549,Thirty-Two Short Films About Glenn Gould ,Documentary
550,Threesome ,Comedy
551,"Nightmare Before Christmas, The ",Children's
552,"Three Musketeers, The ",Action
553,Tombstone ,Western
554,Trial by Jury ,Thriller
555,True Romance ,Action
556,"War Room, The ",Documentary
557,Mamma Roma ,Drama
558,"Pagemaster, The ",Action
559,"Paris, France ",Comedy
560,"Beans of Egypt, Maine, The ",Drama
561,Killer ,Thriller
562,Welcome to the Dollhouse ,Comedy
563,Germinal ,Drama
564,Chasers ,Comedy
565,Cronos ,Horror
566,Naked in New York ,Comedy
567,Kika ,Drama
568,Bhaji on the Beach ,Comedy
569,Little Big League ,Children's
570,"Slingshot, The ",Comedy
571,"Wedding Gift, The ",Drama
572,Foreign Student ,Drama
573,"Ciao, Professore! ",Drama
574,Spanking the Monkey ,Comedy
575,"Little Rascals, The ",Children's
576,Fausto ,Comedy
577,Andre ,Adventure
578,"Hour of the Pig, The ",Drama
579,"Scorta, La ",Thriller
580,Princess Caraboo ,Drama
581,"Celluloid Closet, The ",Documentary
582,Metisse ,Comedy
583,Dear Diary ,Comedy
584,I Don't Want to Talk About It ,Drama
585,"Brady Bunch Movie, The ",Comedy
586,Home Alone ,Children's
587,Ghost ,Comedy
588,Aladdin ,Animation
589,Terminator 2: Judgment Day ,Action
590,Dances with Wolves ,Adventure
591,Tough and Deadly ,Action
592,Batman ,Action
593,"Silence of the Lambs, The ",Drama
594,Snow White and the Seven Dwarfs ,Animation
595,Beauty and the Beast ,Animation
596,Pinocchio ,Animation
597,Pretty Woman ,Comedy
598,Window to Paris ,Comedy
599,"Wild Bunch, The ",Western
600,Love and a .45 ,Thriller
601,"Wooden Man's Bride, The ",Drama
602,"Great Day in Harlem, A ",Documentary
603,"Bye Bye, Love ",Comedy
604,Criminals ,Documentary
605,One Fine Day ,Drama
606,Candyman: Farewell to the Flesh ,Horror
607,Century ,Drama
608,Fargo ,Crime
609,Homeward Bound II: Lost in San Francisco ,Adventure
610,Heavy Metal ,Action
611,Hellraiser: Bloodline ,Action
612,"Pallbearer, The ",Comedy
613,Jane Eyre ,Drama
614,Loaded ,Drama
615,Bread and Chocolate ,Drama
616,"Aristocats, The ",Animation
617,"Flower of My Secret, The ",Drama
618,Two Much ,Comedy
619,Ed ,Comedy
620,Scream of Stone ,Drama
621,My Favorite Season ,Drama
623,"Modern Affair, A ",Romance
624,Condition Red ,Action
625,Asfour Stah ,Drama
626,"Thin Line Between Love and Hate, A ",Comedy
627,"Last Supper, The ",Drama
628,Primal Fear ,Drama
629,Rude ,Drama
630,Carried Away ,Drama
631,All Dogs Go to Heaven 2 ,Animation
632,Land and Freedom ,War
633,Denise Calls Up ,Comedy
634,Theodore Rex ,Comedy
635,"Family Thing, A ",Comedy
636,Frisk ,Drama
637,Sgt. Bilko ,Comedy
638,Jack and Sarah ,Romance
639,Girl 6 ,Comedy
640,Diabolique ,Drama
641,"Little Indian, Big City ",Comedy
642,Roula ,Drama
643,Peanuts - Die Bank zahlt alles ,Comedy
644,Happy Weekend ,Comedy
645,Nelly & Monsieur Arnaud ,Drama
647,Courage Under Fire ,Drama
648,Mission: Impossible ,Action
649,Cold Fever ,Comedy
650,Moll Flanders ,Drama
651,"Superweib, Das ",Comedy
652,"301, 302 ",Mystery
653,Dragonheart ,Action
654,Und keiner weint mir nach ,Drama
655,Mutters Courage ,Comedy
656,Eddie ,Comedy
657,Yankee Zulu ,Comedy
658,Billy's Holiday ,Drama
659,Purple Noon ,Crime
660,August ,Drama
661,James and the Giant Peach ,Animation
662,Fear ,Thriller
663,Kids in the Hall: Brain Candy ,Comedy
664,Faithful ,Comedy
665,Underground ,War
666,All Things Fair ,Drama
667,Bloodsport 2 ,Action
668,Pather Panchali ,Drama
669,Aparajito ,Drama
670,"World of Apu, The ",Drama
671,Mystery Science Theater 3000: The Movie ,Comedy
672,Tarantella ,Drama
673,Space Jam ,Adventure
674,Barbarella ,Adventure
675,Hostile Intentions ,Action
676,They Bite ,Drama
678,Some Folks Call It a Sling Blade ,Drama
679,"Run of the Country, The ",Drama
680,Alphaville ,Sci-Fi
681,Clean Slate ,Crime
682,Tigrero: A Film That Was Never Made ,Documentary
683,"Eye of Vichy, The ",Documentary
684,Windows ,Drama
685,It's My Party ,Drama
687,Country Life ,Drama
688,Operation Dumbo Drop ,Action
690,"Promise, The ",Romance
691,Mrs. Winterbourne ,Comedy
692,Solo ,Action
693,Under the Domin Tree ,Drama
694,"Substitute, The ",Action
695,True Crime ,Mystery
696,Butterfly Kiss ,Thriller
697,Feeling Minnesota ,Drama
698,Delta of Venus ,Drama
699,To Cross the Rubicon ,Drama
700,Angus ,Comedy
701,Daens ,Drama
702,Faces ,Drama
703,Boys ,Drama
704,"Quest, The ",Action
705,Cosi ,Comedy
706,Sunset Park ,Drama
707,Mulholland Falls ,Crime
708,"Truth About Cats & Dogs, The ",Comedy
709,Oliver & Company ,Animation
710,Celtic Pride ,Comedy
711,Flipper ,Adventure
712,Captives ,Drama
713,Of Love and Shadows ,Drama
714,Dead Man ,Western
715,"Horseman on the Roof, The ",Drama
716,Switchblade Sisters ,Crime
717,Mouth to Mouth ,Comedy
718,"Visitors, The ",Comedy
719,Multiplicity ,Comedy
720,Wallace & Gromit: The Best of Aardman Animation ,Animation
721,Halfmoon ,Drama
722,"Haunted World of Edward D. Wood Jr., The ",Documentary
723,Two Friends ,Drama
724,"Craft, The ",Drama
725,"Great White Hype, The ",Comedy
726,Last Dance ,Drama
727,War Stories ,Documentary
728,Cold Comfort Farm ,Comedy
729,"Institute Benjamenta, or This Dream People Call Human Life ",Drama
730,"Low Life, The ",Drama
731,Heaven's Prisoners ,Mystery
732,Original Gangstas ,Crime
733,"Rock, The ",Action
734,Getting Away With Murder ,Comedy
735,Cemetery Man ,Comedy
736,Twister ,Action
737,Barb Wire ,Action
738,"Garcu, Le ",Drama
739,Honigmond ,Comedy
741,Ghost in the Shell ,Animation
742,Thinner ,Horror
743,Spy Hard ,Comedy
744,Brothers in Trouble ,Drama
745,"Close Shave, A ",Animation
746,Force of Evil ,Film-Noir
747,"Stupids, The ",Comedy
748,"Arrival, The ",Action
749,"Man from Down Under, The ",Drama
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Sci-Fi
751,Careful ,Comedy
752,Vermont Is For Lovers ,Comedy
753,"Month by the Lake, A ",Comedy
754,Gold Diggers: The Secret of Bear Mountain ,Adventure
755,Kim ,Children's
756,Carmen Miranda: Bananas Is My Business ,Documentary
757,Ashes of Time ,Drama
758,"Jar, The ",Drama
759,Maya Lin: A Strong Clear Vision ,Documentary
760,Stalingrad ,War
761,"Phantom, The ",Adventure
762,Striptease ,Comedy
763,"Last of the High Kings, The ",Drama
764,Heavy ,Drama
765,Jack ,Comedy
766,I Shot Andy Warhol ,Drama
767,"Grass Harp, The ",Drama
768,Someone Else's America ,Drama
769,Marlene Dietrich: Shadow and Light ,Documentary
770,Costa Brava ,Drama
771,"Vie est belle, La ",Comedy
772,Quartier Mozart ,Comedy
773,Touki Bouki ,Drama
774,Wend Kuuni ,Drama
775,Spirits of the Dead ,Horror
776,Babyfever ,Comedy
777,Pharaoh's Army ,War
778,Trainspotting ,Drama
779,'Til There Was You ,Drama
780,Independence Day ,Action
781,Stealing Beauty ,Drama
782,"Fan, The ",Thriller
783,"Hunchback of Notre Dame, The ",Animation
784,"Cable Guy, The ",Comedy
785,Kingpin ,Comedy
786,Eraser ,Action
787,"Gate of Heavenly Peace, The ",Documentary
788,"Nutty Professor, The ",Comedy
789,"I, Worst of All ",Drama
790,An Unforgettable Summer ,Drama
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",Documentary
792,"Hungarian Fairy Tale, A ",Fantasy
793,My Life and Times With Antonin Artaud ,Drama
794,Midnight Dancers ,Comedy
795,Somebody to Love ,Drama
796,"Very Natural Thing, A ",Drama
797,"Old Lady Who Walked in the Sea, The ",Comedy
798,Daylight ,Action
799,"Frighteners, The ",Comedy
800,Lone Star ,Drama
801,Harriet the Spy ,Children's
802,Phenomenon ,Drama
803,Walking and Talking ,Romance
804,She's the One ,Comedy
805,"Time to Kill, A ",Drama
806,American Buffalo ,Drama
807,Rendezvous in Paris ,Comedy
808,Alaska ,Adventure
809,Fled ,Action
810,Kazaam ,Children's
811,"Bewegte Mann, Der ",Comedy
812,Magic Hunter ,Drama
813,Larger Than Life ,Comedy
814,"Boy Called Hate, A ",Drama
815,Power 98 ,Action
816,Two Deaths ,Drama
818,"Very Brady Sequel, A ",Comedy
819,Stefano Quantestorie ,Comedy
820,Death in the Garden ,Drama
821,"Crude Oasis, The ",Romance
822,Hedd Wyn ,Drama
823,"Collectionneuse, La ",Drama
824,Kaspar Hauser ,Drama
825,Echte Kerle ,Comedy
826,Diebinnen ,Drama
827,"Convent, The ",Drama
828,"Adventures of Pinocchio, The ",Adventure
829,Joe's Apartment ,Comedy
830,"First Wives Club, The ",Comedy
831,Stonewall ,Drama
832,Ransom ,Drama
833,High School High ,Comedy
834,Phat Beach ,Comedy
835,Foxfire ,Drama
836,Chain Reaction ,Action
837,Matilda ,Children's
838,Emma ,Comedy
839,"Crow: City of Angels, The ",Action
840,House Arrest ,Comedy
841,Eyes Without a Face ,Horror
842,Tales from the Crypt Presents: Bordello of Blood ,Horror
843,Lotto Land ,Drama
844,"Story of Xinghua, The ",Drama
845,"Day the Sun Turned Cold, The ",Drama
846,Flirt ,Drama
847,"Big Squeeze, The ",Comedy
848,"Spitfire Grill, The ",Drama
849,Escape from L.A. ,Action
850,Cyclo ,Crime
851,Basquiat ,Drama
852,Tin Cup ,Comedy
853,Dingo ,Drama
854,"Ballad of Narayama, The ",Drama
855,Every Other Weekend ,Drama
856,Mille bolle blu ,Comedy
857,Crows and Sparrows ,Drama
858,"Godfather, The ",Action
859,"Hippie Revolution, The ",Documentary
860,"Maybe, Maybe Not ",Comedy
861,Supercop ,Action
862,Manny & Lo ,Drama
863,Celestial Clockwork ,Comedy
864,"Wife, The ",Comedy
865,Small Faces ,Drama
866,Bound ,Crime
867,Carpool ,Comedy
868,Death in Brunswick ,Comedy
869,Kansas City ,Crime
870,Gone Fishin' ,Comedy
871,Lover's Knot ,Comedy
872,Aiqing wansui ,Drama
873,Shadow of Angels ,Drama
874,Killer: A Journal of Murder ,Crime
875,Nothing to Lose ,Drama
876,Police Story 4: Project S ,Action
